title_year,movie_title,content_rating,genres,plot_keywords,duration,language,country,color,aspect_ratio,budget,gross,director_name,director_facebook_likes,movie_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes,facenumber_in_poster,num_imdb_voted_users,num_critic_for_reviews,num_user_for_reviews,imdb_score,movie_imdb_link
2008,Space Chimps ,G,Adventure|Animation|Comedy|Family|Sci-Fi,astronaut|attacked by a plant|planet|senator|space travel,81,English,USA,Color,2.35,37000000,30105968,Kirk De Micco,16,279,Cheryl Hines,541,Kenan Thompson,521,Omid Abtahi,387,2268,0,8860,85,45,4.5,http://www.imdb.com/title/tt0482603/?ref_=fn_tt_tt_1
2004,Agent Cody Banks 2: Destination London ,PG,Action|Adventure|Comedy|Family|Romance|Sci-Fi,chase|evil scientist|gadget|mind control|tough girl,100,English,USA,Color,2.35,26000000,23222861,Kevin Allen,8,167,Daniel Roebuck,1000,Frankie Muniz,934,David Kelly,588,3742,4,11092,55,44,4.5,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1
1980,Can't Stop the Music ,PG,Biography|Comedy|Musical,male frontal nudity|male full frontal nudity|male nudity|male rear nudity|new york city,124,English,USA,Color,2.35,20000000,2000000,Nancy Walker,42,1000,Steve Guttenberg,801,Randy Jones,174,Caitlyn Jenner,161,1462,0,2998,26,74,4.5,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1
2006,Black Christmas ,R,Horror,attic|christmas|house|incest|sorority,94,English,USA,Color,2.35,9000000,16235293,Glen Morgan,17,0,Oliver Hudson,607,Crystal Lowe,318,Andrea Martin,179,1611,0,19918,186,278,4.5,http://www.imdb.com/title/tt0454082/?ref_=fn_tt_tt_1
2015,Stonewall ,R,Drama,box office flop|critically bashed|gay rights|new york city|stonewall riots,129,English,USA,Color,2.35,13500000,186354,Roland Emmerich,776,0,Jeremy Irvine,25000,Caleb Landry Jones,463,Matt Craven,256,26176,0,1758,74,30,4.5,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1
2014,The Opposite Sex ,,Comedy,bare breasts,97,English,USA,Color,16,3300000,,Jennifer Finnigan,246,0,Geoff Stults,756,Kenan Thompson,521,Josh Hopkins,491,3717,5,557,1,3,4.5,http://www.imdb.com/title/tt2796678/?ref_=fn_tt_tt_1
2016,The Perfect Match ,R,Comedy|Romance,,96,English,USA,Color,,5000000,9658370,Bille Woodruff,23,740,Donald Faison,927,Brandy Norwood,509,Lauren London,503,3552,6,1180,12,9,4.5,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1
2009,Flying By ,PG-13,Drama|Family|Music,,90,English,USA,Color,,,,Jim Amatulli,0,38,Heather Locklear,695,Patricia Neal,617,Katie Leclerc,483,3217,6,215,,2,4.5,http://www.imdb.com/title/tt1131732/?ref_=fn_tt_tt_1
2015,The Curse of Downers Grove ,,Drama|Horror|Mystery|Thriller,,89,English,USA,Color,,2000000,,Derick Martini,20000,0,Kevin Zegers,2000,Bella Heathcote,860,Tom Arnold,618,4968,1,1040,32,22,4.5,http://www.imdb.com/title/tt1772261/?ref_=fn_tt_tt_1
2013,The Maid's Room ,,Thriller,,98,English,USA,Color,,600000,,Michael Walker,5,128,Paula Garcés,587,Annabella Sciorra,448,John Brodsky,233,1707,0,719,8,9,4.5,http://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1
1990,Midnight Cabaret ,R,Horror,cigarette smoking|death|devil|nightmare|satanic cult,94,English,USA,,,,,Pece Dingo,0,4,Michael Des Barres,156,Wilhelm von Homburg,102,Thom Mathews,87,544,0,47,1,4,4.5,http://www.imdb.com/title/tt0100146/?ref_=fn_tt_tt_1
2015,Queen Crab ,,Action|Sci-Fi|Thriller,,80,English,USA,Color,,75000,,Brett Piper,7,34,Michelle Simone Miller,118,Steve Diasparra,15,A.J. DeLucia,3,138,0,48,18,18,4.5,http://www.imdb.com/title/tt2319456/?ref_=fn_tt_tt_1
2014,Dying of the Light ,R,Drama|Thriller,cia|individualism|mental illness|religion|revenge,94,English,Bahamas,Color,2.35,5000000,,Paul Schrader,261,0,Nicolas Cage,12000,Irène Jacob,316,Tomiwa Edun,179,12676,1,6964,64,47,4.4,http://www.imdb.com/title/tt1274586/?ref_=fn_tt_tt_1
2015,Top Cat Begins ,PG,Animation|Family,,89,Spanish,Mexico,Color,,8000000,,Andrés Couturier,0,138,Sariann Monaco,163,David Hoffman,94,Ben Diskin,20,370,0,230,3,1,4.4,http://www.imdb.com/title/tt4057916/?ref_=fn_tt_tt_1
2001,Town & Country ,R,Comedy|Romance,anniversary|architect|cellist|friend|hardware store,104,English,New Line,Color,1.85,90000000,6712451,Peter Chelsom,23,53,Del Zamora,752,Warren Beatty,631,Garry Shandling,591,3133,0,4102,62,89,4.4,http://www.imdb.com/title/tt0141907/?ref_=fn_tt_tt_1
2010,The Nutcracker in 3D ,PG,Action|Family|Fantasy|Musical,box office flop|christmas|christmas eve|critically bashed|toy comes to life,110,English,UK,Color,2.35,90000000,190562,Andrey Konchalovskiy,96,788,Shirley Henderson,887,Nathan Lane,886,Richard E. Grant,554,2728,0,2508,47,24,4.4,http://www.imdb.com/title/tt1041804/?ref_=fn_tt_tt_1
2014,Born of War ,R,Action|Drama|Thriller|War,fight|mina|murder|revenge|terrorist,109,English,UK,Color,,5000000,,Vicky Jewson,3,190,James Frain,1000,Sofia Black-D'Elia,266,Lisa Kay,126,1681,3,237,8,3,4.4,http://www.imdb.com/title/tt1554921/?ref_=fn_tt_tt_1
2011,Alvin and the Chipmunks: Chipwrecked ,G,Adventure|Animation|Comedy|Family|Fantasy|Music,chipmunk|cruise ship|football ball|overboard|tennis ball,87,English,USA,Color,1.85,75000000,133103929,Mike Mitchell,31,0,Amy Poehler,1000,Jesse McCartney,1000,Lauren Gottlieb,733,4073,0,22838,91,56,4.4,http://www.imdb.com/title/tt1615918/?ref_=fn_tt_tt_1
2008,Delgo ,PG,Adventure|Animation|Comedy|Fantasy|Romance,box office flop|computer animation|one word title|surrealism|villainess,94,English,USA,Color,1.85,40000000,511920,Marc F. Adler,0,211,Eric Idle,795,Anne Bancroft,754,Kelly Ripa,379,2449,1,2458,41,26,4.4,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1
2015,Paul Blart: Mall Cop 2 ,PG,Action|Comedy|Crime,character name in title|no opening credits|sequel|wilhelm scream,94,English,USA,Color,1.85,30000000,71038190,Andy Fickman,99,8000,D.B. Woodside,598,Daniella Alonso,557,Eduardo Verástegui,377,3552,1,23473,76,123,4.4,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1
2006,Ultraviolet ,PG-13,Action|Horror|Sci-Fi|Thriller,boy|disease|hemophagia|speed|vampire,94,English,USA,Color,1.85,30000000,18500966,Kurt Wimmer,110,0,Milla Jovovich,14000,Cameron Bright,829,Nick Chinlund,277,15271,1,70341,158,830,4.4,http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1
2010,Why Did I Get Married Too? ,PG-13,Comedy|Drama|Romance,question mark in title|returning character killed off|sequel|six word title|writer director,121,English,USA,Color,1.85,20000000,60072596,Tyler Perry,0,0,Michael Jai White,2000,Cicely Tyson,907,Tasha Smith,721,6657,8,7664,40,68,4.4,http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1
2004,Soul Plane ,R,Comedy,airline|airplane|bathroom|sex|toilet,92,English,USA,Color,1.85,16000000,13922211,Jessy Terrero,29,0,Mo'Nique,939,Snoop Dogg,881,Tom Arnold,618,3935,9,18271,75,150,4.4,http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1
2001,Jason X ,R,Action|Horror|Sci-Fi|Thriller,jason voorhees|lake|machete|scientist|slasher,85,English,USA,Color,1.85,11000000,12610731,James Isaac,52,0,Peter Mensah,1000,Kane Hodder,935,Lexa Doig,489,3050,1,38985,205,673,4.4,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1
2000,Whipped ,R,Comedy|Romance,dating|diner|masturbation|urination|washington square manhattan new york city,82,English,USA,Color,1.85,3000000,4142507,Peter M. Cohen,0,131,Callie Thorne,472,Brian Van Holt,324,David Heyman,51,858,1,3665,48,81,4.4,http://www.imdb.com/title/tt0174336/?ref_=fn_tt_tt_1
2003,Kangaroo Jack ,PG,Action|Adventure|Comedy|Crime,australia|body paint|kangaroo|mob|money,89,English,USA,Color,2.35,60000000,66734992,David McNally,18,858,Estella Warren,658,Dyan Cannon,257,Bill Hunter,226,1233,0,23476,73,181,4.4,http://www.imdb.com/title/tt0257568/?ref_=fn_tt_tt_1
2006,The Shaggy Dog ,PG,Comedy|Family|Fantasy,animal as human|dog movie|elevator|human becoming an animal|sheepdog,98,English,USA,Color,2.35,50000000,61112916,Brian Robbins,48,747,Robert Downey Jr.,21000,Joel David Moore,936,Kristin Davis,722,24664,0,14888,76,83,4.4,http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1
1994,On Deadly Ground ,R,Action|Adventure|Thriller,environmental|murder|oil|oil spill|tribe,101,English,USA,Color,2.35,50000000,38590500,Steven Seagal,0,812,Mike Starr,854,Joan Chen,643,Sven-Ole Thorsen,158,1860,1,17997,47,140,4.4,http://www.imdb.com/title/tt0110725/?ref_=fn_tt_tt_1
1996,The Island of Dr. Moreau ,PG-13,Horror|Sci-Fi|Thriller,animal experimentation|chimera|island|jungle|mutant,99,English,USA,Color,2.35,40000000,27663982,John Frankenheimer,287,0,Marlon Brando,10000,Temuera Morrison,368,Marco Hofschneider,44,10469,2,26051,70,164,4.4,http://www.imdb.com/title/tt0116654/?ref_=fn_tt_tt_1
2011,"Big Mommas: Like Father, Like Son ",PG-13,Action|Comedy|Crime,fbi agent|murder|performing arts school|scene during end credits|undercover,113,English,USA,Color,2.35,32000000,37911876,John Whitesell,14,0,Brandon T. Jackson,918,Tony Curran,845,Portia Doubleday,534,3500,2,19671,88,47,4.4,http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1
2013,Getaway ,PG-13,Action|Crime|Thriller,die hard scenario|earth viewed from space|race against time|race car driver|title at the end,90,English,USA,Color,2.35,18000000,10494494,Courtney Solomon,31,4000,Rebecca Budig,210,Paul Freeman,193,Bruce Payne,179,676,1,19586,146,109,4.4,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1
2013,Black Nativity ,PG,Drama|Family|Music|Musical,based on stage musical|based on the bible|christmas|color in title|nativity,93,English,USA,Color,2.35,17500000,7017178,Kasi Lemmons,148,0,Jennifer Hudson,549,Mary J. Blige,269,Vondie Curtis-Hall,170,1373,5,1633,40,17,4.4,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1
2010,Skyline ,PG-13,Action|Sci-Fi|Thriller,apartment|blue light|drawing|group of friends|light,97,English,USA,Color,2.35,10000000,21371425,Colin Strause,25,13000,David Zayas,929,Donald Faison,927,Brittany Daniel,861,3679,0,76199,221,944,4.4,http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1
2014,Ouija ,PG-13,Fantasy|Horror,death of girlfriend|funeral|ghost|ouija|spirit,89,English,USA,Color,2.35,5000000,50820940,Stiles White,10,18000,Lin Shaye,852,Shelley Hennig,707,Daren Kagasoff,704,5056,0,31915,183,159,4.4,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1
2014,Atlas Shrugged: Who Is John Galt? ,PG-13,Drama|Mystery|Sci-Fi,box office flop|critically bashed|economy|individual versus society|rescue,99,English,USA,Color,,5000000,830210,James Manera,0,0,Joaquim de Almeida,578,Greg Germann,435,Kristoffer Polaha,361,3382,0,1900,12,56,4.4,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1
2011,The Legend of Hell's Gate: An American Conspiracy ,PG-13,Action|Adventure|History|Western,1800s|doc holliday|robbers|sheriff|texas,108,English,USA,Color,,2000000,,Tanner Beard,531,651,William McNamara,10000,Kevin Alejandro,1000,Glenn Morshower,894,15707,1,583,2,14,4.4,http://www.imdb.com/title/tt1220217/?ref_=fn_tt_tt_1
2012,The Frozen ,PG-13,Horror|Thriller,two word title,95,English,USA,Color,,250000,,Andrew Hyatt,7,519,Noah Segan,236,Brit Morgan,206,Sedona James,89,537,1,1488,12,28,4.4,http://www.imdb.com/title/tt2363439/?ref_=fn_tt_tt_1
1985,Def-Con 4 ,R,Action|Sci-Fi,canuxploitation|independent film|post apocalypse|remake|survival,88,English,Canada,Color,1.85,1750000,,Paul Donovan,4,220,Maury Chaykin,232,Lenore Zann,23,Tim Choate,13,289,0,1339,18,46,4.3,http://www.imdb.com/title/tt0087130/?ref_=fn_tt_tt_1
1994,Highlander: The Final Dimension ,PG-13,Action|Fantasy|Romance|Sci-Fi,cave|highlander|illusion|immortal|japan,99,English,Canada,Color,2.35,26000000,13829734,Andrew Morahan,5,319,Christopher Lambert,1000,Mako,691,Mario Van Peebles,535,2960,0,16194,32,79,4.3,http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1
2014,Drive Hard ,Not Rated,Action|Comedy|Crime,,92,English,Canada,Color,,12000000,,Brian Trenchard-Smith,53,774,Zoe Ventoura,84,Damien Garvey,37,Christopher Sommers,32,179,2,3104,30,33,4.3,http://www.imdb.com/title/tt2968804/?ref_=fn_tt_tt_1
2015,Bizarre ,Unrated,Drama|Musical|Romance,full frontal nudity|group shower|male full frontal nudity|male nudity|shower,98,English,France,Color,1.78,500000,,Étienne Faure,77,114,Rumi Missabu,19,Pierre Prieur,0,Raquel Nave,0,19,0,569,9,1,4.3,http://www.imdb.com/title/tt3904272/?ref_=fn_tt_tt_1
2012,Khiladi 786 ,Not Rated,Action|Comedy,car crash|impersonating a police officer|long lost brother|marriage bureau|suitor,141,Hindi,India,Color,,,352684,Ashish R. Mohan,2,365,Asin,634,Mithun Chakraborty,284,Johnny Lever,61,1065,1,4633,23,31,4.3,http://www.imdb.com/title/tt2166214/?ref_=fn_tt_tt_1
2013,Hansel & Gretel Get Baked ,,Comedy|Horror,hansel and gretel|lesbian kiss|marijuana|witch|witchcraft,86,English,USA,Color,1.78,4500000,,Duane Journey,2,0,Molly C. Quinn,707,Lara Flynn Boyle,619,Lochlyn Munro,555,2634,0,2806,46,11,4.3,http://www.imdb.com/title/tt2081194/?ref_=fn_tt_tt_1
2010,Sex and the City 2 ,R,Comedy|Drama|Romance,abu dhabi|box office hit|muslim|nanny|united arab emirates,146,English,USA,Color,1.85,100000000,95328937,Michael Patrick King,127,0,Chris Noth,962,Liza Minnelli,740,Kristin Davis,722,4555,4,59581,221,293,4.3,http://www.imdb.com/title/tt1261945/?ref_=fn_tt_tt_1
2000,Nutty Professor II: The Klumps ,PG-13,Comedy|Romance|Sci-Fi,alter ego|marriage|professor|scientist|serum,109,English,USA,Color,1.85,65000000,123307945,Peter Segal,88,374,Larry Miller,611,Janet Jackson,592,Chris Elliott,571,2818,1,39391,94,171,4.3,http://www.imdb.com/title/tt0144528/?ref_=fn_tt_tt_1
2010,Cats & Dogs: The Revenge of Kitty Galore ,PG,Action|Comedy|Family|Fantasy,cartoon on tv|cat|dog|kitty|special agent,82,English,USA,Color,1.85,85000000,43575716,Brad Peyton,62,0,Jack McBrayer,975,Sean Hayes,760,Katt Williams,615,3326,0,10233,91,63,4.3,http://www.imdb.com/title/tt1287468/?ref_=fn_tt_tt_1
2006,Littleman ,PG-13,Comedy|Crime,diamond|infant|parody|spoof|sports violence,98,English,USA,Color,1.85,64000000,58255287,Keenen Ivory Wayans,322,0,Chazz Palminteri,979,Brittany Daniel,862,John Witherspoon,723,6334,1,39471,78,187,4.3,http://www.imdb.com/title/tt0430304/?ref_=fn_tt_tt_1
1996,Striptease ,R,Comedy|Crime|Drama|Thriller,bouncer|breasts|congressman|private dancer|stripper,117,English,USA,Color,1.85,40000000,32800000,Andrew Bergman,31,877,Demi Moore,2000,Rumer Willis,472,Paul Guilfoyle,210,3016,1,34896,51,118,4.3,http://www.imdb.com/title/tt0117765/?ref_=fn_tt_tt_1
1994,3 Ninjas Kick Back ,PG,Action|Comedy|Family,1990s|dagger|japan|mousetrap|stick fight,93,English,USA,Color,1.85,20000000,11784000,Charles T. Kanganis,18,444,Victor Wong,400,Dustin Nguyen,220,Don Stark,181,1151,0,6701,5,26,4.3,http://www.imdb.com/title/tt0109015/?ref_=fn_tt_tt_1
2013,Movie 43 ,R,Comedy,awkwardness|embarrassment|gross out|irreverence|shame,94,English,USA,Color,1.85,6000000,8828771,Elizabeth Banks,0,25000,Hugh Jackman,20000,Kate Winslet,14000,Seth MacFarlane,3000,41059,10,79146,180,352,4.3,http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1
1993,Jason Goes to Hell: The Final Friday ,R,Fantasy|Horror|Thriller,brutality|evil|jason voorhees|paranormal phenomena|terror,91,English,USA,Color,1.85,2500000,15935068,Adam Marcus,18,949,Kane Hodder,935,Leslie Jordan,805,Erin Gray,307,2899,0,19331,112,317,4.3,http://www.imdb.com/title/tt0107254/?ref_=fn_tt_tt_1
2005,The Salon ,PG-13,Comedy|Drama,,90,English,USA,Color,1.85,1500000,92362,Mark Brown,7,68,Vivica A. Fox,890,Monica Calhoun,597,Garrett Morris,424,3138,7,444,14,5,4.3,http://www.imdb.com/title/tt0436742/?ref_=fn_tt_tt_1
2010,Death Calls ,R,Action|Adventure|Mystery|Romance|Thriller,murder|oppression|rebirth|reincarnation|revenge,90,English,USA,Color,1.85,290000,,Ken Del Conte,2,16,Hector Echavarria,466,Robert Miano,216,Ron Roggé,99,842,2,30,,,4.3,http://www.imdb.com/title/tt1328873/?ref_=fn_tt_tt_1
2015,Fantastic Four ,PG-13,Action|Adventure|Sci-Fi,box office flop|critically bashed|portal|teleportation|troubled production,100,English,USA,Color,2.35,120000000,56114221,Josh Trank,128,41000,Tim Blake Nelson,596,Reg E. Cathey,360,Tim Heidecker,78,1261,3,110486,369,695,4.3,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1
2015,Fantastic Four ,PG-13,Action|Adventure|Sci-Fi,box office flop|critically bashed|portal|teleportation|troubled production,100,English,USA,Color,2.35,120000000,56114221,Josh Trank,128,41000,Tim Blake Nelson,596,Reg E. Cathey,360,Tim Heidecker,78,1261,3,110486,369,695,4.3,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1
2005,xXx: State of the Union ,PG-13,Action|Adventure|Crime|Thriller,coup d'etat|mutiny|president|u.s. navy|washington d.c.,101,English,USA,Color,2.35,87000000,26082914,Lee Tamahori,93,0,Sunny Mabrey,287,Nona Gaye,233,Xzibit,218,993,2,51349,77,213,4.3,http://www.imdb.com/title/tt0329774/?ref_=fn_tt_tt_1
2011,Ghost Rider: Spirit of Vengeance ,PG-13,Action|Fantasy|Thriller,deal with the devil|devil|eastern europe|ghost rider|monk,96,English,USA,Color,2.35,57000000,51774002,Mark Neveldine,83,18000,Nicolas Cage,12000,Spencer Wilding,1000,Christopher Lambert,1000,16121,1,87745,287,331,4.3,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1
2004,Fat Albert ,PG,Comedy|Family|Fantasy|Romance,animated sequence|junkyard|love|party|television,93,English,USA,Color,2.35,26000000,48114556,Joel Zwick,38,531,Dania Ramirez,1000,Nick Zano,641,Alice Greczyn,631,4604,1,9380,59,91,4.3,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1
2008,An American Carol ,PG-13,Comedy|Fantasy,arab stereotype|box office flop|documentary filmmaker|filmmaker|terrorist,83,English,USA,Color,2.35,12000000,7001720,David Zucker,119,797,Chriss Anglin,885,Geoffrey Arend,816,Gary Coleman,633,2907,2,8560,45,205,4.3,http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1
2004,Johnson Family Vacation ,PG-13,Comedy,cross country|cross country trip|highway travel|on the road|road movie,97,English,USA,Color,2.35,12000000,31179516,Christopher Erskin,4,243,Vanessa Williams,1000,Shannon Elizabeth,1000,Shad Moss,826,5006,5,5928,45,49,4.3,http://www.imdb.com/title/tt0359517/?ref_=fn_tt_tt_1
2012,LOL ,PG-13,Comedy|Drama|Romance,best friend|girl in panties|high school|high school romance|pink panties,97,English,USA,Color,2.35,11000000,,Lisa Azuelos,15,18000,Nora Dunn,142,Lina Esco,79,Alix Freihage,19,248,1,45144,54,111,4.3,http://www.imdb.com/title/tt1592873/?ref_=fn_tt_tt_1
2015,Teeth and Blood ,,Horror,blood|teeth,96,English,USA,Color,16,300000,,Al Franklin,0,85,Marshal Hilton,471,Steffinnie Phrommany,320,Clint Jung,270,1399,0,24,,2,4.3,http://www.imdb.com/title/tt1991199/?ref_=fn_tt_tt_1
2014,Amnesiac ,,Drama|Horror|Mystery|Thriller,child in peril|electroshock therapy|memory|memory loss|teenage girl,90,English,USA,Color,,3000000,,Michael Polish,35,421,Olivia Rose Keegan,216,Patrick Bauchau,158,Mia Barron,21,423,0,2157,30,15,4.3,http://www.imdb.com/title/tt2837336/?ref_=fn_tt_tt_1
2008,Impact Point ,R,Thriller,championship|hit and run|police|police investigation|volleyball,90,English,USA,Color,,2200000,,Hayley Cloake,0,77,Brian Austin Green,676,Kayla Ewell,399,Linden Ashby,306,1651,2,1118,11,9,4.3,http://www.imdb.com/title/tt1086841/?ref_=fn_tt_tt_1
1999,Foolish ,R,Comedy|Drama,accidental killing|drug humor|profanity|sexual humor|stand up comedy,84,English,USA,Color,,2000000,6026908,Dave Meyers,11,43,Eddie Griffin,489,Clifton Powell,469,Marla Gibbs,249,2196,0,536,16,13,4.3,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1
2015,Diamond Ruff ,R,Action,prison|prisoner|reverend|terminal illness|two word title,82,English,USA,Color,,500000,,Alec Asten,5,62,Luis Sanchez,472,Dennis L.A. White,251,Fredro Starr,237,1752,6,53,1,5,4.3,http://www.imdb.com/title/tt2111292/?ref_=fn_tt_tt_1
2014,Amidst the Devil's Wings ,,Action|Crime|Drama,,90,English,USA,Color,,300000,,Daniel Columbie,0,17,Keri Maletto,569,Nicholas Simmons,553,Barbie Castro,185,1461,0,28,,,4.3,http://www.imdb.com/title/tt3976258/?ref_=fn_tt_tt_1
2011,In the Land of Blood and Honey ,R,Drama|Romance|War,bosnian war|church|emaciation|soldier|violence,127,Bosnian,USA,Color,2.35,13000000,301305,Angelina Jolie Pitt,11000,0,Jelena Jovanova,306,Nikola Djuricko,164,Branko Djuric,116,796,0,31414,110,180,4.3,http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1
2008,Free Style ,PG,Drama,,94,English,Canada,Color,1.85,,140987,William Dear,50,58,Madison Pettis,835,Corbin Bleu,632,Sandra Echeverría,422,2519,3,361,16,4,4.2,http://www.imdb.com/title/tt1128071/?ref_=fn_tt_tt_1
2005,Undiscovered ,PG-13,Comedy|Music|Romance,bare chested male|box office flop|diner|german shepherd|one word title,97,English,Germany,Color,2.35,9000000,1046166,Meiert Avis,0,128,Fisher Stevens,922,Kip Pardue,374,Perrey Reeves,230,1835,4,2599,41,45,4.2,http://www.imdb.com/title/tt0434424/?ref_=fn_tt_tt_1
2004,Thunderbirds ,PG,Action|Adventure|Comedy|Family|Sci-Fi,astronaut|island|lady penelope|rescue|the hood,95,English,UK,Color,1.85,57000000,6768055,Jonathan Frakes,906,437,Sophia Myles,956,Philip Winchester,579,Brady Corbet,287,2260,0,11148,76,229,4.2,http://www.imdb.com/title/tt0167456/?ref_=fn_tt_tt_1
2005,A Sound of Thunder ,PG-13,Action|Adventure|Horror|Sci-Fi|Thriller,butterfly|hunter|time|time travel|wave,102,English,UK,Color,2.35,52000000,1891821,Peter Hyams,0,785,David Oyelowo,1000,Catherine McCormack,307,Jemima Rooper,212,1890,0,16474,113,301,4.2,http://www.imdb.com/title/tt0318081/?ref_=fn_tt_tt_1
2006,Basic Instinct 2 ,R,Crime|Mystery|Thriller,drugs|murder|psychiatrist|scotland yard|sex,116,English,UK,Color,2.35,70000000,5851188,Michael Caton-Jones,105,764,Charlotte Rampling,844,Indira Varma,729,Neil Maskell,246,1899,1,31124,159,313,4.2,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1
1987,Ishtar ,PG-13,Action|Adventure|Comedy|Music|Thriller,cia|emir|hotel|map|morocco,107,English,USA,Color,1.85,51000000,14375181,Elaine May,124,754,Carol Kane,636,Warren Beatty,631,Isabelle Adjani,572,3374,2,8692,49,126,4.2,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1
2006,Zoom ,PG,Action|Adventure|Family|Sci-Fi,bruise|female hero|super strength|superhero|teenage superhero,83,English,USA,Color,1.85,35000000,11631245,Peter Hewitt,12,494,Kevin Zegers,2000,Rip Torn,826,Thomas F. Wilson,690,5022,5,15015,63,113,4.2,http://www.imdb.com/title/tt0383060/?ref_=fn_tt_tt_1
2009,Hannah Montana: The Movie ,G,Comedy|Drama|Family|Music|Romance,farm|female protagonist|hannah montana|horseback riding|overalls,102,English,USA,Color,1.85,30000000,79566871,Peter Chelsom,23,0,Emily Osment,1000,Vanessa Williams,1000,Moises Arias,635,4516,2,31760,131,140,4.2,http://www.imdb.com/title/tt1114677/?ref_=fn_tt_tt_1
2006,Farce of the Penguins ,R,Animation|Comedy,flatulence|march|penguin|south pole|spoof,80,English,USA,Color,1.85,,,Bob Saget,799,419,Alyson Hannigan,3000,John Stamos,2000,Jim Belushi,854,10727,0,4322,19,47,4.2,http://www.imdb.com/title/tt0488539/?ref_=fn_tt_tt_1
2012,The Devil Inside ,R,Horror,critically bashed|demonic possession|exorcism|exorcist|found footage,83,English,USA,Color,1.85,1000000,53245055,William Brent Bell,19,12000,Fernanda Andrade,403,Claudiu Trandafir,169,Brian Johnson,128,988,0,30570,225,290,4.2,http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1
2015,The Gallows ,R,Horror|Thriller,breaking and entering|gallows|hanging|high school|stage,81,English,USA,Color,1.85,100000,22757819,Travis Cluff,3,0,Pfeifer Brown,220,Cassidy Gifford,40,Reese Mishler,7,276,0,13521,159,150,4.2,http://www.imdb.com/title/tt2309260/?ref_=fn_tt_tt_1
2010,The Last Airbender ,PG,Action|Adventure|Family|Fantasy,avatar|fire|kingdom|tribe|water,103,English,USA,Color,2.35,150000000,131564731,M. Night Shyamalan,0,18000,Seychelle Gabriel,1000,Noah Ringer,756,Aasif Mandvi,346,2857,0,118951,280,1382,4.2,http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1
2014,The Legend of Hercules ,PG-13,Action|Adventure|Fantasy,ancient greece|forbidden love|hercules|king|slavery,99,English,USA,Color,2.35,70000000,18821279,Renny Harlin,212,12000,Roxanne McKee,576,Luke Newberry,358,Gaia Weiss,182,1520,0,44891,156,202,4.2,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1
2010,Marmaduke ,PG,Comedy|Family,dog|great dane|rivalry|talking animal|talking cat,87,English,USA,Color,2.35,50000000,33643461,Tom Dey,9,0,Emma Stone,15000,Judy Greer,2000,Steve Coogan,1000,20061,0,11257,98,65,4.2,http://www.imdb.com/title/tt1392197/?ref_=fn_tt_tt_1
1981,Heartbeeps ,PG,Comedy|Sci-Fi,escape|fish out of water|love|robot|servant,78,English,USA,Color,2.35,10000000,,Allan Arkush,13,425,Bernadette Peters,753,Randy Quaid,695,Christopher Guest,378,2791,0,1040,19,31,4.2,http://www.imdb.com/title/tt0082507/?ref_=fn_tt_tt_1
2016,Code of Honor ,R,Action,gun|mayor|nightclub|police|vigilantism,106,English,USA,Color,,8000000,,Michael Winnick,155,689,Scott Takeda,981,Helena Mattsson,505,Craig Sheffer,391,2741,0,662,15,14,4.2,http://www.imdb.com/title/tt4060866/?ref_=fn_tt_tt_1
